"Unidade";"Grupo Base";"Nome Grupo";"Fonte Recurso";"Recolhimento";"Data";"Situacao";"Guia";"Data Guia";"Valor";"Finalidade";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270079/2018";"23/01/2018";"Recolhido";"00015/2018";"18/01/2018";"1.040,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270079/2018";"23/01/2018";"Recolhido";"00016/2018";"18/01/2018";"1.010,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270079/2018";"23/01/2018";"Recolhido";"00017/2018";"18/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270079/2018";"23/01/2018";"Recolhido";"00018/2018";"18/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270079/2018";"23/01/2018";"Recolhido";"00019/2018";"18/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270079/2018";"23/01/2018";"Recolhido";"00020/2018";"18/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270079/2018";"23/01/2018";"Recolhido";"00021/2018";"18/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270079/2018";"23/01/2018";"Recolhido";"00022/2018";"18/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270079/2018";"23/01/2018";"Recolhido";"00023/2018";"18/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270079/2018";"23/01/2018";"Recolhido";"00024/2018";"18/01/2018";"1.040,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270079/2018";"23/01/2018";"Recolhido";"00025/2018";"18/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270079/2018";"23/01/2018";"Recolhido";"00026/2018";"18/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270079/2018";"23/01/2018";"Recolhido";"00027/2018";"18/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270079/2018";"23/01/2018";"Recolhido";"00028/2018";"18/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270052/2018";"23/01/2018";"Recolhido";"00029/2018";"18/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00031/2018";"19/01/2018";"1.040,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00032/2018";"19/01/2018";"1.560,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00033/2018";"19/01/2018";"1.560,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00034/2018";"19/01/2018";"1.040,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00035/2018";"19/01/2018";"1.040,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00036/2018";"19/01/2018";"4.160,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00037/2018";"19/01/2018";"3.640,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00038/2018";"19/01/2018";"4.680,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00039/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00040/2018";"19/01/2018";"5.720,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00041/2018";"19/01/2018";"1.040,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00042/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00043/2018";"19/01/2018";"1.040,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00044/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00045/2018";"19/01/2018";"1.040,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00046/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00047/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00048/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00049/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00050/2018";"19/01/2018";"1.040,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00051/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00052/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00053/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00054/2018";"19/01/2018";"502,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00055/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00056/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00057/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00058/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00059/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00060/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00061/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00062/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00063/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00064/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00065/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00066/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00067/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00068/2018";"19/01/2018";"520,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270095/2018";"23/01/2018";"Recolhido";"00069/2018";"19/01/2018";"6.240,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Fisico - 6a. Edição - 2017 - 2018";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270176/2018";"24/01/2018";"Recolhido";"00070/2018";"22/01/2018";"390,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270176/2018";"24/01/2018";"Recolhido";"00071/2018";"22/01/2018";"1.170,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270176/2018";"24/01/2018";"Recolhido";"00072/2018";"22/01/2018";"2.340,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270176/2018";"24/01/2018";"Recolhido";"00073/2018";"22/01/2018";"390,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270176/2018";"24/01/2018";"Recolhido";"00074/2018";"22/01/2018";"1.950,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270176/2018";"24/01/2018";"Recolhido";"00075/2018";"22/01/2018";"780,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270176/2018";"24/01/2018";"Recolhido";"00076/2018";"22/01/2018";"390,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270176/2018";"24/01/2018";"Recolhido";"00077/2018";"22/01/2018";"390,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270176/2018";"24/01/2018";"Recolhido";"00078/2018";"22/01/2018";"390,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270176/2018";"24/01/2018";"Recolhido";"00079/2018";"22/01/2018";"390,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270176/2018";"24/01/2018";"Recolhido";"00080/2018";"22/01/2018";"1.170,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270176/2018";"24/01/2018";"Recolhido";"00081/2018";"22/01/2018";"390,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270176/2018";"24/01/2018";"Recolhido";"00082/2018";"22/01/2018";"390,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270176/2018";"24/01/2018";"Recolhido";"00083/2018";"22/01/2018";"1.170,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Extensão sem Convênio";"00270150/2018";"24/01/2018";"Recolhido";"00084/2018";"22/01/2018";"2.793,00";"Consultoria Técnica para Bruden Equipamentos Ltda - Ref. aos meses: setembro/17 à dezembro/17 - Parte EEFE/USP.";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270176/2018";"24/01/2018";"Recolhido";"00085/2018";"22/01/2018";"390,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270176/2018";"24/01/2018";"Recolhido";"00086/2018";"22/01/2018";"390,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270176/2018";"24/01/2018";"Recolhido";"00087/2018";"22/01/2018";"390,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270176/2018";"24/01/2018";"Recolhido";"00088/2018";"22/01/2018";"2.340,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270176/2018";"24/01/2018";"Recolhido";"00090/2018";"22/01/2018";"780,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270192/2018";"24/01/2018";"Recolhido";"00091/2018";"22/01/2018";"390,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270192/2018";"24/01/2018";"Recolhido";"00092/2018";"22/01/2018";"390,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270192/2018";"24/01/2018";"Recolhido";"00093/2018";"22/01/2018";"390,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270192/2018";"24/01/2018";"Recolhido";"00094/2018";"22/01/2018";"780,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270192/2018";"24/01/2018";"Recolhido";"00095/2018";"22/01/2018";"390,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270192/2018";"24/01/2018";"Recolhido";"00096/2018";"22/01/2018";"390,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270192/2018";"24/01/2018";"Recolhido";"00097/2018";"22/01/2018";"390,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270192/2018";"24/01/2018";"Recolhido";"00098/2018";"22/01/2018";"390,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270192/2018";"24/01/2018";"Recolhido";"00099/2018";"22/01/2018";"390,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270192/2018";"24/01/2018";"Recolhido";"00100/2018";"22/01/2018";"1.560,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270192/2018";"24/01/2018";"Recolhido";"00101/2018";"22/01/2018";"390,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"179";"Convênios";"Extensão sem Convênio";"00270192/2018";"24/01/2018";"Recolhido";"00102/2018";"22/01/2018";"780,00";"Curso de Especialização - Treinamento de Força: da Saúde ao Alto Rendimento - 2017/2018 - 3a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00641948/2018";"15/02/2018";"Recolhido";"00103/2018";"22/01/2018";"11.121,12";"PAGAMENTO DE ALUGUEL - FUNDAÇÃO ZERBINI - INCOR (OUTUBRO/2017)";
